CPU,CPU,コンピュータの頭脳に当たる部分で、制御装置と演算装置から構成される。,10,2,0
制御装置,せいぎょそうち,コンピュータを構成する装置の一つで、記憶装置から命令を取り出し解読し、各装置に指示を与える役割を担う。,2,2,0
演算装置,えんざんそうち,コンピュータを構成する装置の一つで、データの四則演算や論理演算などを行う。,0,2,0
記憶装置,きおくそうち,コンピュータを構成する装置の一つで、データやプログラムを記憶する役割を担う。,1,2,0
入力装置,にゅうりょくそうち,コンピュータを構成する装置の一つで、外部からプログラムやデータを読み込む役割を担う。,4,2,0
出力装置,しゅつりょくそうち,コンピュータを構成する装置の一つで、内部で処理されたデータを外部へ書き出す役割を担う。,2,2,0
ハードウェア,はーどうぇあ,物理的に存在し、手で触れるような機械。,5,5,0
ソフトウェア,そふとうぇあ,物理的に存在しない、手で触れることができないデータや信号。,2,4,0
プログラム内蔵方式,ぷろぐらむないぞうほうしき,コンピュータの設計方針の一つで、CPUがあらかじめ主記憶に記憶されたプログラムを順に読み出しながら実行する方式のこと。,5,2,0
レジスタ,れじすた,CPUの中に用意されている記憶装置。高速でアクセスできる。,8,2,0
クロック周波数,くろっくしゅうはすう,「高」「低」を繰り返す電圧のサイクルが1秒間に何回繰り返されるかを表したもの。単位にGHz(ギガヘルツ)などがよく使用される。,1,2,0
実行アドレス,じっこうあどれす,CPUの命令実行時に処理対象となるデータが実際に格納されている主記憶装置上のアドレス。,2,1,0
パイプライン制御,ぱいぷらいんせいぎょ,CPUが命令を実行する時に、命令の読み出しから実行までを複数のステージに細分化し、複数の命令を並行して実行することによって処理効率を向上させる方式。,5,2,0
マルチコアプロセッサ,まるちこあぷろせっさ,一つのCPU内に複数のコアを備えているプロセッサ。シングルコアと比較して、消費電力を抑えつつ、プロセッサ全体の処理性能を高めることができる。,6,2,0
RAM,RAM,読み書き可能な記憶装置。電源を切ると記憶していた内容が消えてしまう「揮発性」という性質を持つ。,13,2,0
DRAM,DRAM,RAMの一種。コンデンサで構成され、主に主記憶装置に用いられる。メモリセル構造が単純なので高集積化することができ、ビット単価を安くできる。ただし、内容を維持するためにリフレッシュ動作(再書込み)が必要になる。,10,2,0
SRAM,SRAM,RAMの一種。フリップフロップ回路で構成され、主にキャッシュメモリに用いられる。記憶内容を保持し続けるためのリフレッシュ動作(再書込み)が不要。ただし、構造が複雑で集積度が低いため、ビット単価は高価になる。,13,2,0
ROM,ROM,読み出し専用の記憶装置。電源を切っても記憶していた内容が消えない「不揮発性」という性質を持つ。,13,2,0
フラッシュメモリ,ふらっしゅめもり,電圧をかけて全消去、ブロック単位での消去ができる半導体メモリ。,5,2,0
キャッシュメモリ,きゃっしゅめもり,CPUから主記憶装置へのアクセス速度の遅さをカバーするために用意するROM。主記憶装置から読み出したデータを保存しておき、後で同じデータを読み出す際に高速なキャッシュメモリから読み出すことで、データ転送の高速化が行える。キャッシュメモリと主記憶の両方を書き換える方式(ライトスルー方式)とキャッシュメモリだけを書き換えておき、主記憶の書き換えは後で行う方式(ライトバック方式)とがある。,1,2,0
ディスクキャッシュ,でぃすくきゃっしゅ,主記憶装置へのアクセス時間と磁気ディスクのアクセス時間とのギャップを補うために両者間に配置するもの。,3,2,0
メモリインタリープ,めもりいんたりーぶ,主記憶装置を幾つかの単位に分割し、並列動作させることでアクセス時間の高速化を図る方法。,6,2,0
磁気ディスク,じきでぃすく,円盤状のディスクにデータを記録し、磁気ヘッドを移動させながらデータを読み書きする装置。ハードディスクとも呼ばれる。,2,2,0
フラグメンテーション,ふらぐめんてーしょん,記憶装置に書き込みや消去を繰り返していくと、連続した大きな空き領域が次第に少なくなり、新たに書き込むデータが小さな断片に分割されて記録されるようになってしまう現象。,5,4,0
ICタグ(RFID),ICたぐ,電波を受けて働く小型の電子装置。電磁波を用いて情報を非接触で読み取れる。汚れに強く、記録された情報を梱包の外から読むことができる。,11,20,0
USB,USB,コンピュータと周辺装置を接独するインターフェース。上位規格であるUSB3.0の登場により、スーパースピードと呼ばれる5Gビット/秒のデータ転送が可能となった。,14,2,0
HDMI,HDMI,音声と映像を合わせて一本のケーブルで送受信する規格。,11,2,0
Bluetooth,Bluetooth,免許不要の2.4GHz帯の電波を利用して通信する無線技術。指向性がなく、パソコンやスマートフォンのデータ交換などに使われている。,10,2,0
ミドルウェア,みどるうぇあ,OSと応用ソフトウェアの中間に入るソフトウェア。多数の応用ソフトウェアが共通に利用する機能を，標準化されたインタフェースで応用ソフトウェアから利用できるようにするために使用される。,6,4,0
スループット,するーぷっと,コンピュータによって処理される単位時間あたりの仕事量。,2,3,0
ターンアラウンドタイム,たーんあらうんどたいむ,一連の仕事をコンピュータに依頼してから、完全な処理結果を受け取るまでにかかる時間(入力作業の開始からすべての出力作業を終えるまでに要する時間)。,3,3,0
レスポンスタイム,れすぽんすたいむ,コンピュータに処理要求を行ってから、最初の反応が返ってくるまでの時間。応答時間ともいう。,8,3,0
信頼性,しんらいせい,システムが不具合なく、正常に稼働していること。,2,3,0
可用性,かようせい,ユーザーが必要な時に、いつでも情報システムを利用できる状態であること。,1,3,0
保守性,ほしゅせい,システムに不具合があった場合、早急かつ簡単に修復ができること。,5,3,0
保全性,ほぜんせい,システムに誤作動がなく、壊れにくいこと。,5,3,0
安全性,あんぜんせい,システムがセキュリティ上安全で、不正アクセスなどから保護されていること。,0,3,0
API,API,アプリケーションから，OSが用意する各種機能を利用するための仕組み。開発者は、APIを介してOSが持つ機能を呼び出すことができ、これを組合わせることで目的プログラムの互換性を高めたり、移植時の工数を削減できる。,10,4,0
OSS(オープンソースソフトウェア),OSS,誰でも自由に使用できるよう無償公開されているソースコード。開発者は、OSS化されているソースコードを用いることで実装工数の削減ができる。,12,4,0
ジョブ,じょぶ,ユーザーがコンピュータに対して指示する仕事の単位。,2,4,0
タスク,たすく,ユーザーから指示されたジョブをコンピュータ内で処理しやすいよう分解した仕事の単位。プロセスとも呼ばれる。,3,4,0
スプーリング,すぷーりんぐ,プリンタなどの低速な入出力装置への出力データを一旦高速な磁気ディスクに格納しておき，その後に目的の装置に出力する方式。CPUと入出力装置の処理速度の差を埋めることで、スループットの向上が見込める。,2,4,0
優先度方式,ゆうせんどほうしき,タスクが複数ある際、優先度の高いタスクからCPUの使用権を与える方式。,7,4,0
ラウンドロビン方式,らうんどろびんほうしき,タスクが複数ある際、一定時間の経過とともにCPUの使用権を変更していく方式。,8,4,0
割込み, わりこみ,実行中のプログラムを中断し、別処理に切り替えること。実行中のプログラムが原因で起こる内部割込みと、実行中のプログラムに関係なく起こる外部割込みに分類される。,9,4,0
フラグメンテーション,ふらぐめんてーしょん,OSが動的な記憶領域の割当てと解放を繰り返すことによって，細切れの未使用領域が多数できてしまう現象。,5,4,0
ガーベジコレクション,がーべじこれくしょん,フラグメンテーションの発生によって細切れになった未使用領域を連続した一つの領域にまとめ、再び利用可能にする処理。,1,4,0
メモリリーク,めもりりーく,OSやアプリケーションのバグなどが原因で、動作中に確保した主記憶が解放されなくなる現象。これが発生すると主記憶中の利用可能な部分が減少してしまう。,6,4,0
オーバレイ方式,おーばれいほうしき,あらかじめプログラムを幾つかのセグメントに分割しておき、実行時に必要な部分だけ主記憶にロードして実行する方式。,0,4,0
ページング方式,ぺーじんぐほうしき,補助記憶装置と主記憶を，固定長の領域に区切り，対応づけて管理する方式。補助記憶装置から主記憶にページを移すことを「ページイン」、逆に主記憶から補助記憶装置に移すことを「ページアウト」という。処理に必要なページを動的に割り当てることによって、主記憶を効率的に使用できる。,5,4,0
スラッシング,すらっしんぐ,ページング方式において、ページ置換えの発生頻度が高くなり、システムの処理能力が低下する現象。,2,4,0
FIFO方式,FIFOほうしき,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に一番古くから存在するページを置き換える方式。,11,4,0
LRU方式,LRUほうしき,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に存在するページの中から最後に参照されてから一番経過時間の長いページを置き換える方式。,12,4,0
LFU方式,LFUほうしき,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に存在するページの中から参照回数が最も少ないページを置き換える方式。,12,4,0
ディレクトリ,でぃれくとり,コンピュータのファイルシステムにおいて、データをファイルに格納し、さらにそれを階層構造で管理しているもの。階層構造の最上位にあるディレクトリをルートディレクトリ、そうでないディレクトリを下位ディレクトリという。また、現在の操作対象ディレクトリのことをカレントディレクトリという。,3,4,0
絶対パス指定,ぜったいぱすしてい,ルートディレクトリを基点とした目的ディレクトリまでの道筋。,2,4,0
相対パス指定,そうたいぱすしてい,カレントディレクトリを基点とした目的ディレクトリまでの道筋。,2,4,0
再配置可能(リロケータブル),さいはいちかのう,主記憶上のどのアドレスに配置しても実行できるプログラムの性質。,2,1,0
再入可能(リエントラント),さいにゅうかのう,プログラムの処理が終了していないときに，別のプログラムから再度呼び出されても正しく動作するプログラムの性質。,2,1,0
再使用可能(リユーザブル),さいしようかのう,一度実行した後、ロードし直さずに再び実行することができるプログラムの性質。,2,1,0
再帰的(リカーシブ),さいきてき,実行中に自分自身を呼び出すことができるプログラムの性質。,2,1,0
HTML,HTML,マークアップ言語の一つでWebページを記述するための言語。画像、音声、動画などを表現できる。CSSを用いてデザインをすることが多い,11,1,0
XML,XML,双方向リンク可能なハイパテキスト記述言語。文字型定義(DTD)を用いることで、独自のタグを定義することができる。,14,1,0
JPEG,JPEG,静止画像の圧縮形式のことで、国際規格に認定されている。フルカラーでの画像の圧縮、伸長が可能。(非可逆圧縮),11,7,0
MPEG,MPEG,動画の圧縮形式のことで、国際規格に認定されている。,12,7,0
2進数,2しんすう,0と1の数字だけを使って数を表す数値の表示形式。1の次に一つ桁上がりする。同様にN進数は0からN-1までの数字を使って数を表す表示形式である。人は10進数をよく使用するが、コンピュータでは2進数と互換性が高い8進数、16進数がよく使用される。,15,0,0
補数,ほすう,0と1だけで、マイナス記号を使用せずに負の数を表す数値の表示形式。コンピュータ内部では0と1しか使わないため、マイナスの数を表す時は補数が用いられる。,5,0,0
固定小数点表示,こていしょうすうてんひょうじ,ビット列の特定の位置に小数点が存在することが約束されている数値の表現方法。小数点が最下位ビットの右に存在するときは整数を表現している。,1,0,0
浮動小数点表示,ふどうしょうすうてんひょうじ,指数を使い小数を表すことができる数値の表現方法。固定小数点表示よりも大きな数や小さな数を表現するのに適している。,5,0,0
桁あふれ誤差,けたあふれごさ,演算結果が、扱える数値の最大値、最小値を超えることによって生じる誤差。最大値を超えることをオーバフロー、最小値を超えることをアンダフローという。,1,0,0
丸め誤差,まるめごさ,浮動小数点数の演算結果について、最小の桁より小さい部分の四捨五入、切上げ又は切捨てを行うことによって生じる誤差。,6,0,0
桁落ち誤差,けたおちごさ,値がほぼ等しい浮動小数点数同士の加算、減算において、有効桁数が大幅に減ってしまうこと。,1,0,0
情報落ち,じょうほうおち,絶対値に差がありすぎる数値の加算、減算において、絶対値の小さい数値が演算結果に反映されないこと。,2,0,0
打切り誤差,うちきりごさ ,円周率などの無限小数の指定した桁数以下を打ち切るなど、計算処理の打ち切りを指定した規則で行うことで発生する誤差。,0,0,0
シフト演算,しふとえんざん,数値の桁を左右にずらすことで乗算、除算を行う手法。符号を考慮する算術シフト、符号を考慮しない論理シフトに分かれる。,2,0,0
論理シフト,ろんりしふと,符号を考慮しないシフト演算。N進数の数値を左に1ビットずらすとN倍、右に1ビットずらすと1/N倍になる。シフトであふれたビットは捨てられ、空いたビットには0が入る。,8,0,0
算術シフト,さんじゅつしふと,符号を考慮するシフト演算。N進数の数値を左に1ビットずらすとN倍、右に1ビットずらすと1/N倍になる。符号ビット(最上位ビット)は固定してシフトさせず、それ以下のビットだけでシフトを行う。左シフトでは、あふれたビットは捨てられ、空いたビットには0が入る。右シフトでは、あふれたビットは捨てられ、空いたビットには符号ビットと同じ値が入る。,2,0,0
A/D変換,A/Dへんかん,アナログデータをデジタルデータに変換すること。標本化、量子化、符号化の順で処理が行われる。,10,0,0
標本化,ひょうほんか,時間的に連続したアナログ信号の波形から、一定の時間感覚で測定を行うこと。サンプリングとも呼ぶ。また、単位時間あたりの測定回数をサンプリング周波数(Hz)として表す。,5,0,0
量子化,りょうしか,標本化された信号を数値化すること。,8,0,0
符号化,ふごうか,量子化された信号を2進数のディジタル符号に変換すること。,5,0,0
機械学習,きかいがくしゅう,コンピュータに大量のデータを解析させることで、自ら予測や判断をできるようにすること。,1,0,0
ディープラーニング,でぃーぷらーにんぐ,機械学習の一種で、コンピュータがAIによって自らデータを判別できるようにすること。,3,0,0
論理和,ろんりわ,二つの入力値のうち、少なくとも一方が真である場合に真を返す論理演算。OR回路などに用いられる。,8,0,0
論理積,ろんりせき,二つの入力値のうち、どちらも真である場合に真を返す論理演算。AND回路などに用いられる。,8,0,0
否定,ひてい,入力値が真である場合に偽、偽である場合に真を返す論理演算。NOT回路などに用いられる。,5,0,0
排他的論理和,はいたてきろんりわ,二つの入力値の値が異なる場合に真を返す論理演算。XOR回路などに用いられる。,5,0,0
半加算器,はんかさんき,2進数一桁の加算が行える論理回路。上位桁への桁上がりを考慮する。,5,0,0
全加算器,ぜんかさんき,2進数一桁の加算が行える論理回路。下位桁からの桁上がり、上位桁への桁上がりを考慮する。,2,0,0
リスト構造,りすとこうぞう,データ構造の一種で、データ部とポインタ部で構成される。ポインタ部には前後データのアドレスが入る。次データのアドレスだけを持っている単方向リスト、前後データのアドレスを持っている双方向リスト、リストが環状に連結しているリストを環状リストという。,8,1,0
キュー,きゅー,データ構造の一種で、格納した順番でデータを取り出すことができるFIFOの特徴を持つ。キューにデータを格納することをエンキュー、キューからデータを取り出すことをデキューという。,1,1,0
FIFO,FIFO,First In First Outの略で、先に格納されたデータが先に取り出される性質のこと。,11,1,0
スタック,すたっく,データ構造の一種で、格納した順番とは逆の順番でデータを取り出すことができるLIFOの特徴を持つ。スタックにデータを格納することをプッシュ(Push)、スタックからデータを取り出すことをポップ(Pop)という。,2,1,0
LIFO,LIFO,Last-In First-Outの略で、格納した順序とは逆の順序でデータをが取り出される性質のこと。,12,1,0
木構造,きこうぞう,階層の上位から下位に節点をたどるよう、木の構造をしたデータ構造。データを節(ノード)、節と節を繋ぐ部分を枝(ブランチ)、最上位の節を根(ルート)、最下位の節を葉(リーフ)と呼ぶ。また、上位の節を親、下位の節を子と呼ぶ。,1,1,0
2分木,2ふんき,すべての枝の分岐が二つ以下である木構造のこと。,15,1,0
完全2分木,かんぜん2ふんき,すべての節が二つの子節を持ち、根から葉までの深さが全て等しい2分木。ただし、深さが1だけ深く、左端から詰められている葉がある場合も完全2分木として扱われる。,1,1,0
2分探索木,2ふんたんさくき,すべての節において「左の子<親<右の子」の不等式が成り立つ2分木。,15,1,0
ヒープ木,ひーぷき,すべての節において「子<親」または「子>親」の不等式が成り立つ完全2分木。,5,1,0
逆ポーランド記法,ぎゃくぽーらんどきほう,数式の表記法の一種。左から式を見ていき、演算子があったら直前の二つの数値をその演算子で計算する。,1,0,0
基本交換法(バブルソート),きほんこうかんほう,隣り合う要素を比較し、逆順であれば交換して整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,1,0
基本選択法(選択ソート),きほんせんたくほう,最大または最小となる要素を順次取り出して、端に置いていくことで整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,1,0
基本挿入法(挿入ソート),きほんそうにゅうほう,要素を順次取り出し、それまでに取り出した要素の集合に順序関係を考慮しつつ挿入することで整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,1,0
クイックソート,くいっくそーと,要素の中から適当な基準値を設けて、その要素よりも小さい集合、大きい集合に分ける。分けられた集合にも同じ処理を繰り返していくことで整列を行う手法。,1,1,0
線形探索法,せんけいたんさくほう,配列などの先頭から目的データをしらみつぶしに調べていくデータの探索方法。不規則に配置されたデータの中から目的データを探索するのに適しているが、探索に時間がかかる。N個のデータの探索回数の最小は1回、最大はN回、平均は(N+1)/2回となる。計算量はO(n)。,2,1,0
2分探索法,2ふんたんさくほう,配列などの中央のデータと目的データを比較し、一致しなければ大小関係を考慮して前半または後半のデータに範囲を限定していくデータの探索方法。データが昇順または降順に並んでいる場合のみ有効な探索方法。N個のデータの平均比較回数はlogN回、最大比較回数はlogN+1回となる。計算量はO(logN)。,15,1,0
ハッシュ探索法,はっしゅたんさくほう,前もって保持しているキーをハッシュ関数に通しアドレスを生成、そのアドレスを用いて直接探索するデータの探索方法。ハッシュ関数によって格納先アドレスが衝突してしまうことをシノニムと言い、発生すると別の方法でアドレスを求める必要性が出てきてしまう。N個のデータの探索回数は、ハッシュ値が衝突する確率は無視できるほど小さいものとするとき、1回となる。計算量はO(1)。,5,1,0
計算量(オーダー),けいさんりょう,処理データの大きさによって、プログラムの実行時間がどのように変化するかを考えるときに用いる概念。O(x)と表し、xの部分に数式が入る。,1,0,0
バッチ処理,ばっちしょり,一定期間又は一定量のデータを集め、一括して処理する方式。,5,3,0
3層クライアントサーバシステム,3そうくらいあんとさーばしすてむ,プレゼンテーション層、ファンクション層、データベース層の3層構造に分離したクライアントサーバシステム。業務処理はサーバ側で実行し、クライアント側はHTMLの記述に従って結果を画面に表示する役割を担う。,15,3,0
ストアドプロシージャ,すとあどぷろしーじゃ,クライアントサーバシステムにおいて、利用頻度の高い命令群をあらかじめサーバ上のDBMSに格納しておくことによって、クライアントサーバ間のネットワーク負荷を軽減する仕組み。,2,3,0
シンクライアントシステム,しんくらいあんとしすてむ,ユーザーが操作するデバイスには必要最低限の機能を装備させ、ほとんどの処理をサーバ側で行う設計、またはそのデバイスのこと。外部記憶装置がないシステムでは、サーバを防御することによって、ウイルスなどの脅威にさらされるリスクを低減することができる。,2,3,0
デュプレックスシステム,でゅぷれっくすしすてむ,2系列で構成され、一方はオンライン処理を行い、もう一方は待機状態として故障に備えているシステム。,3,3,0
コールドスタンバイ,こーるどすたんばい,コンピュータを2台用意しておき、現用系が故障したときは、待機している待機系のコンピュータにて現用系と同一のオンライン処理プログラムを起動し、切り替えて、処理を実行するシステム。,1,3,0
ホットスタンバイ,ほっとすたんばい,コンピュータを2台用意しておき、現用系が故障したときは、現用系と同一のオンライン処理プログラムをあらかじめ起動して待機している待機系のコンピュータに速やかに切り替えて、処理を続行するシステム。,5,3,0
デュアルシステム,でゅあるしすてむ,同じ処理を行うシステムを二重に用意し、処理結果を照合することで処理の正しさを確認するシステム。どちらかのシステムに障害が発生した場合は、縮退運転によって処理を継続する。,3,3,0
マルチプロセッサシステム,まるちぷろせっさしすてむ,複数のCPUを多重化することで、一連の処理を分散させて同時かつ独立に処理を進めて全体の処理時間を短縮できるシステム。複数のCPUが主記憶を共有し、単一のOSで制御される密結合マルチプロセッサシステムと、CPUごとに独立した主記憶を持ち、それぞれが独立したOSで制御される疎結合マルチプロセッサが存在する。,6,3,0
負荷分散クラスタ構成,ふかぶんさんくらすたこうせい,同じ機能の複数のサーバを稼働させ、リクエストに対する処理を各サーバに振り分けて実行する。,5,3,0
RAID,RAID,複数の磁気ディスクを使い、アクセスの高速化、高信頼性を実現する技術。主に以下のRAIDに分けられる。RAID0：複数のディスクにデータを分散して高速化（ストライピング）。RAID1：複数のディスクに同じデータを書き込み、高信頼性(ミラーリング)。RAID3：複数のディスクにデータを分散、ディスクにパリティ情報を固定し、高速化、高信頼性。RAID5：複数のディスクにデータを分散、複数ディスクにパリティ情報を付与し、高速化、高信頼性。,13,3,0
フォールトアボイダンス,ふぉーるとあぼいだんす,障害が起きないようにする対策で、部品の信頼性を高めたり、定期保守を行ったりして故障そのものを排除するという思想。,5,3,0
フォールトトレランス,ふぉーるととれらんす,障害が起きてもシステムを動かし続けるための対策で、故障しても耐え切るという思想。,5,3,0
フェールセーフ,ふぇーるせーふ,システムの一部が故障したとき、あらかじめ定めた安全な状態に移行する思想。作業範囲に人間が入ったことを検知するセンサが故障したとシステムが判断した場合、ロボットアームを強制的に停止させるなどが挙げられる。,5,3,0
フェールソフト,ふぇーるそふと,システムの一部が故障したとき、機能を低下させてでもシステムを継続作動させる思想。飛行機のエンジンがいくつか止まっても、残りのエンジンで縮退動作を続けるなどが挙げられる。,5,3,0
フールプルーフ,ふーるぷるーふ,誤作動が起きにくい仕様にし、意図していない操作をしても故障しないという思想。数字入力フィールドに数字以外のものが入力された場合、システムから警告メッセージを出力して正しい入力を要求する設計などが挙げられる。,5,3,0
MIPS,MIPS,1秒間当たりに実行される命令の回数を百万単位で表記したもの。CPUの性能比較によく使われる。,12,3,0
ベンチマークテスト,べんちまーくてすと,使用目的に合わせて選定した標準的なプログラムを実行させ、その処理性能を測定するテスト手法。,5,3,0
平均故障間隔(MTBF),へいきんこしょうかんかく,システムが故障してから、次にまた故障するまでの平均時間。この値が大きいほど信頼性が高いシステムと言える。,5,3,0
平均修理時間(MTTR),へいきんしゅうりじかん,システム修理に要する平均時間。この値が小さいほど保守性の高いシステムと言える。,5,3,0
稼働率,かどうりつ,システムが正常に稼働している割合。MTBF/(MTBF+MTTR)の数式で求められる。また、二つのシステムの稼働率をA、Bとしたとき、直列システムの稼働率はA×B、並列システムの稼働率は1-(1-A)(1-B)で求められる。,1,3,0
CIO,CIO,情報システムの立案から実行までの責任者。経営戦略を実現するため、全社的観点から情報化戦略を立案し、経営戦略との整合性の確認や評価を行う。,10,16,0
要件定義,ようけんていぎ,新たに構築するシステムの仕様、機能、範囲を明確化し、それらを利害関係者で合意するプロセス。業務上実現すべきである業務要件、情報システムの機能を明確にする機能要件、性能や信頼性を明確にする非機能要件がある。,7,11,0
CSR,CSR,企業活動において経済的成長だけでなく、環境や社会からの要請に対し、責任を果たすことが企業価値の向上につながるという思想。企業の社会的責任という意味。,10,21,0
BPR,BPR,Business Process Reengineeringの略。顧客視点から業務のプロセスを再設計し、情報技術を十分に活用して、企業の体質や構造を抜本的に変革すること。また、これを継続的に改善していく管理手法をBPM(Business Process Management)という。,10,16,0
エンタープライズアーキテクチャ,えんたーぷらいずあーきてくちゃ,各業務と情報システムを、政策・業務体系、データ体系、適用処理体系、技術体系の四つの体系で分析し、全体最適化の観点から見直すための技法。,0,16,0
ビジネスアーキテクチャ,びじねすあーきてくちゃ,エンタープライズアーキテクチャを構成するアーキテクチャの一つ。ビジネス戦略に必要な業務プロセスや情報の流れを体系的に示したもの。,5,16,0
アプリケーションアーキテクチャ,あぷりけーしょんあーきてくちゃ,エンタープライズアーキテクチャを構成するアーキテクチャの一つ。業務プロセスを支援するシステムの機能や構成などを体系的に示したもの。,0,16,0
データアーキテクチャ,でーたあーきてくちゃ,エンタープライズアーキテクチャを構成するアーキテクチャの一つ。業務に必要なデータの内容、データ間の関連や構造などを体系的に示したもの。,3,16,0
テクノロジアーキテクチャ,てくのろじあーきてくちゃ,エンタープライズアーキテクチャを構成するアーキテクチャの一つ。情報システムの構築・運用に必要な技術的構成要素を体系的に示したもの。,3,16,0
DFD,DFD,Data Flow Diagramの略。業務中のデータの流れと処理の関連に注目して、記号を用いて視覚的に表した図。機能情報関連図ともいう。,10,16,0
E-R図,E-Rず,対象とする世界を実体と関連の二つの概念で表現する図。エンティティ間の関連を表した図。,10,16,0
UML,UML,オブジェクト指向によるシステム開発で利用され、分析、設計、テストまでを統一した図を用いた表記法。,14,16,0
オブジェクト図,おぶじぇくとず,UMLの一種。オブジェクト指向におけるインスタンス間の関係を表現した図。,0,16,0
クラス図,くらすず,UMLの一種。クラス名、属性名、操作名を記述した図。これらを複数個用いて、クラス間の関連を表すことができる。,1,16,0
ユースケース図,ゆーすけーすず,UMLの一種。人とシステムのやりとりを表した図。,7,16,0
シーケンス図,しーけんすず,UMLの一種。オブジェクト間のメッセージの流れを時系列に沿って表した図。,2,16,0
コミュニケーション図,こみゅにけーしょんず,UMLの一種。オブジェクト間のメッセージの流れをオブジェクト間の接続関係に沿って表した図。,1,16,0
アクティビティ図,あくてぃびてぃず,UMLの一種。実行順序や条件分岐などの制御の流れを表した図。,0,16,0
ウォーターフォールモデル,うぉーたーふぉーるもでる,開発工程を設計、実装、テストなどに分け、前の工程が完了してから、その成果物を使って次の工程を行う開発手法。上流工程から下流工程へと順に進めていく様から滝の水に例えられて名付けられた。,0,12,0
プロトタイプモデル,ぷろとたいぷもでる,試作品を作り、利用者の要求をフィードバックして開発を進める開発手法。,5,12,0
スパイラルモデル,すぱいらるもでる,複雑なソフトウェアを全部最初から作成しようとするのではなく、簡単な部分から分析、設計、実装、テストを繰り返し行い、徐々に拡大していく開発手法。,2,12,0
