CPU,CPU,コンピュータの頭脳に当たる部分で、制御装置と演算装置から構成される。,10,2,0
アジャイル開発,あじゃいるかいはつ,システムを迅速に開発するための軽量な開発手法。短期間での開発作業を反復させ、ユーザーの要求を取り入れながら段階的にシステム全体を完成させていく。,0,12,0
XP,XP,Extreme Programmingの略。アジャイル開発の手法の一つでいくつかの指針(プラクティス)が提唱されている。2人1組で1人がコーディング、もう1人がサポートに回るペアプログラミングなどが代表的である。,14,12,0
リバースエンジニアリング,りばーすえんじにありんぐ,既存のプログラムからファイルを解析して仕様書や設計書を作成する開発手法。,8,12,0
ユーザビリティ,ゆーざびりてぃ,どれだけ利用者がストレスを感じずに、目標とする要求が達成できるかの指標。,7,6,0
ラジオボタン,らじおぼたん,Web画面上に設計するボタンの一つで、複数の項目から一つを選択させるときに使用するボタン。,8,6,0
チェックディジット,ちぇっくでぃじっと,入力されたデータに対して、一定の規則に従い検査文字を定め、それをデータの最終桁に付加することで入力データに誤りがないかを検査する方法。,3,6,0
モジュール,もじゅーる,プログラムを分割したソフトウェアの部品のこと。ソフトウェア詳細設計工程ではモジュールごとに設計を行う。,6,1,0
モジュール強度,もじゅーるきょうど,モジュール内の機能間の関連性の強さを表す概念。モジュール強度が強いほどモジュールの独立性が高い状態と言える。,6,1,0
モジュール結合度,もじゅーるけつごうど,モジュール同士の結合の度合いを表す概念。モジュール結合度が弱いほど、モジュールの独立性が高い状態と言える。,6,1,0
オブジェクト指向,おぶじぇくとしこう,データや処理の流れを「もの」及びそれらの関係としてとらえて設計、開発を進めていく思想。この処理対象となる「もの」をオブジェクトと呼ぶ。オブジェクトはデータ(属性)とメソッド(手続き)の情報を持っている。,0,11,0
カプセル化,かぷせるか,データ(属性)とメソッド(手続き)の情報を一つひまとめ、ユーザーからそれらの内部情報を見ることができないよう隠ぺい化する構造のこと。,1,11,0
クラス,くらす,同一のデータ構造と同一のメソッドを持つオブジェクトをまとめて表現した設計図で、雛形のようなもの。,1,11,0
インスタンス,いんすたんす,クラスを設計図として作られた個々のオブジェクトのことで、雛形から作られた実体のようなもの。,0,11,0
継承,けいしょう,オブジェクト指向において、あるクラスの属性や機能がサブクラスで利用できるよう設計すること。,1,11,0
デバッグ,でばっぐ,プログラム中のバグを取り除くこと。,3,11,0
ユニットテスト,ゆにっとてすと,プログラムをモジュール単位で正常に動作するかを確認するテスト。詳細設計の工程で定義したテスト仕様書に従って行い、要求事項を満たしているかを確認する。,7,11,0
ホワイトボックステスト,ほわいとぼっくすてすと,ユニットテストの代表的なテスト手法の一つ。モジュールの内部構造に着目してテストデータを作成し、テストを行う。,5,11,0
ブラックボックステスト,ぶらっくぼっくすてすと,ユニットテストの代表的なテスト手法の一つ。モジュールの内部構造を考慮することなく、入力と出力の関係からテストデータを作成し、テストを行う。,5,11,0
結合テスト,けつごうてすと,ユニットテスト済みのモジュール同士を結合して行うテスト。モジュール間のインターフェースが正常かを確認する。,1,11,0
スタブ,すたぶ ,結合テストを行う際に、完成していないモジュールの代わりに、テスト対象のモジュールからの呼び出しに合わせて値を返すダミーモジュールのこと。,2,11,0
適格性確認テスト,てきかくせいかくにんてすと,ソフトウェアが要件定義工程で定義された要件通りに実現されているかを確認するテスト。,3,11,0
システムテスト,しすてむてすと,システムとしての要件が満たされているか検証するために行われるテストで、システム要件定義で定められた機能や能力がすべて備わっているかを確認するテスト。,2,11,0
運用テスト,うんようてすと,システムが完成した後、実際の本番環境にシステムを導入し、問題点があるかを確認するテスト。,0,11,0
リグレッションテスト(退行テスト),りぐれっしょんてすと,ソフトウェア保守のために行った変更によって、影響を受けないはずの箇所に影響を及ぼしていないかどうかを確認するテスト。,8,11,0
リファクタリング,りふぁくたりんぐ,ソフトウェアの保守性を高めるために、外部仕様を変更することなく、プログラムの内部構造を変更する作業。,8,11,0
レビュー,れびゅー,システム開発の各工程ごとに設計品質の評価を行い、各工程が問題なく終了したかを判断するための検討会。仕様の不備や誤りを早期に発見し、手戻り工数の削減を図ることが目的。,8,11,0
ラウンドロビン,らうんどろびん,レビュー技法の一つ。参加者全員が持ち回りでレビュー責任者を務めながらレビューを行う。,8,11,0
ウォークスルー,うぉーくするー,レビュー技法の一つ。レビュー対象物の作成者が説明者になり、机上でシミュレーションを行いながらレビューを行う。,0,11,0
インスペクション,いんすぺくしょん,レビュー技法の一つ。あらかじめ参加者の役割を決めておき、進行役(モデレータ)が主導になり、レビューを行う。,0,11,0
サービスデスク,さーびすですく,ITサービス利用者とITサービス提供企業との間の一元的な窓口。利用者からの製品の使用方法、トラブル時の対処方法、苦情への対応など様々な問い合わせを受け付ける。,2,14,0
インシデント,いんしでんと,ITサービスの品質低下を引き起こす、又は引き起こす恐れのある出来事。,0,14,0
インシデント管理,いんしでんとかんり,ITサービスに対するインシデントが報告された際、サービスの中断時間を最小限に抑えて速やかに回復することを目指すプロセス。,0,14,0
問題管理,もんだいかんり,ITサービスに対するインシデントが報告された際、インシデントの根本的な原因を突き止めて、恒久的な解決策を提供するプロセス。,6,14,0
ステークホルダ,すてーくほるだ,プロジェクトの利害関係者となる個人や企業の総称。,2,13,0
WBS,WBS,Work Breakdown Structureの略。プロジェクトで作成する成果物とそれを作成するための作業の内容や範囲を体系的に整理した図。,14,13,0
ファンクションポイント法,ふぁんくしょんぽいんとほう,帳票数、画面数、ファイル数などからソフトウェアの機能を定量的に算出し、それに基づいて、ソフトウェアの開発工数や開発費用などを見積もる手法。,5,13,0
開発工数,かいはつこうすう,ソフトウェア開発を行うために必要になる作業数のこと。単位には人月、人日などが用いられる。人月=人数×月数で求められ、10人月の作業は「10人で行えば1ヶ月の作業」、「1人で行えば10ヶ月の作業」ということになる。,1,13,0
アローダイアグラム,あろーだいあぐらむ,プロジェクトの達成に必要な作業を矢線で、作業の結合点を◯で表した図。作業の所有日数からプロジェクトの日程計画を立てるのに使用される。,0,13,0
ダミー作業,だみーさぎょう,作業の順序関係だけを表す工数0の作業。,3,13,0
クリティカルパス,くりてぃかるぱす,アローダイアグラムにて最早開始日と最遅開始日が等しい結合点を結んだ経路。作業工数が一番大きくなる経路。,1,13,0
システム監査,しすてむかんさ,情報システムを独立した第三者の立場から客観的に調査・報告すること。ITガバナンスの実現に寄与することを目的としている。,2,15,0
ITガバナンス,ITがばなんす,経済産業省によって定められた、企業の「ITを適切に活用する能力」のこと。,11,15,0
LAN,LAN,Local Area Networkの略。建物内や敷地内などの比較的狭い範囲で敷かれたネットワーク。最も普及している規格としてイーサネット(Ethernet)などがある。,12,9,0
WAN,WAN,Wide Area Networkの略。遠隔地にあるLAN同士などを接続する広域ネットワーク。,14,9,0
CSMA/CD方式,CSMA/CDほうしき,Carrier Sense Multiple Access with Collision Detectionの略。ネットワーク上でデータを送信する際、伝送媒体が使用中かどうかを調べ，使用中でなければ送信を行い、データ衝突を検出したらランダムな時間経過後に再度送信を行う方式。,10,9,0
OSI基本参照モデル,OSIきほんさんしょうもでる,OSIはOpen Systems Interconnectionの略。異機種間のコンピュータ同士を接続するために、ネットワークアーキテクチャを標準化し、7階層にまとめたもの。このモデルに準拠しているもの同士であれば、異機種間でも通信を行うことができる。上位層から順にアプリケーション層、プレゼンテーション層、セション層、トランスポート層、ネットワーク層、データリンク層、物理層と定義されている。,12,9,0
アプリケーション層,あぷりけーしょんそう,OSI基本参照モデルの第7層。アプリケーション間での通信サービスを提供する。最もユーザーに近い部分となる。主なプロトコルとしてHTTP、SMTP、POPなどがある。,0,9,0
プレゼンテーション層,ぷれぜんてーしょんそう,OSI基本参照モデルの第6層。文字コードや暗号データの表現形式の制御や変換を行う。主なプロトコルとしてHTTP、SMTP、POPなどがある。,5,9,0
セション層,せしょんそう,OSI基本参照モデルの第5層。プログラム間の通信の開始から終了までの手順を提供する。主なプロトコルとしてHTTP、SMTP、POPなどがある。,2,9,0
トランスポート層,とらんすぽーとそう,OSI基本参照モデルの第4層。データを確実に転送するための信頼性を提供する。主なプロトコルとしてTCPやUDPなどがある。,3,9,0
ネットワーク層,ねっとわーくそう,OSI基本参照モデルの第3層。通信経路の経路選択(ルーティング)や中継機能を提供する。主なプロトコルとしてIPなどがある。,4,9,0
データリンク層,でーたりんくそう,OSI基本参照モデルの第2層。直接的（隣接的）に接続されている通信機器間の信号の受け渡しを提供する。主なプロトコルとしてイーサネットなどがある。,3,9,0
物理層,ぶつりそう,OSI基本参照モデルの第1層。電気的・物理的な接続を提供する。主なプロトコルとしてPPPなどがある。,5,9,0
プロトコル,ぷろとこる,ネットワーク上でコンピュータ同士が通信するときの規約。,5,9,0
TCP/IP,TCP/IP,インターネットで広く使用されている4階層にまとめられたプロトコル体系。同様にOSI基本参照モデルなどのプロトコル体系が存在するが、ユーザーの多さから事実上の業界標準となっている。上位層から順にアプリケーション層、トランスポート層、インターネット層、ネットワークインターフェース層と定義されている。,13,9,0
HTTP,HTTP,Hyper Text Transfer Protocolの略。WebサーバとWebクライアント間でデータの送受信を行うために用いられるプロトコル。SSLの暗号通信技術を取り入れたHTTPSも存在する。,11,9,0
SMTP,SMTP,Simple Mail Transfer Protocolの略。電子メールを送信するために使用するプロトコル。,13,9,0
POP,POP,Post Office Protocolの略。電子メールを受信するために使用するプロトコル。,13,9,0
MIME,MIME,Multipurpose Internet Mail Extensionsの略。電子メールに画像や音声など、文字以外のデータを含める方式を定めるプロトコル。,12,9,0
UDP,UDP,User Datagram Protocolの略。TCP同様にトランスポート層にて使用されるプロトコル。TCPは信頼性を重視したプロトコルであるのに対し、UDPは通信相手の応答を待つことなくデータを送り続けるという特徴があり、信頼性よりもリアルタイム性が重視される場合に用いる。,14,9,0
IPアドレス,IPあどれす,TCP/IPネットワークにおいて、パケットを送受信する機器を判別するための番号。現在主流とされているIPv4では、2進数32ビットで表現される。また、ネットワーク部とホスト部で構成されていて、どのネットワークに属する、どのホストかを識別している。32ビット中どこまでをネットワーク部にし、どこからホスト部にするかで以下のクラスなどに分けられる。クラスA：ネットワーク部8ビット、ホスト部24ビットで構成され、ネットワーク部の先頭ビットは0。クラスB：ネットワーク部16ビット、ホスト部16ビットで構成され、ネットワーク部の先頭ビットは10。クラスC：ネットワーク部24ビット、ホスト部8ビットで構成され、ネットワーク部の先頭ビットは110。,11,9,0
ドメイン名,どめいんめい,サーバに割り当てられたIPアドレスを人間に分かりやすくするために、アルファベット、数字、記号などを用いて表現したもの。,3,9,0
DNS,DNS,Domain Name Systemの略。ドメイン名やホスト名などとIPアドレスとを対応付ける役割を果たす。,10,9,0
グローバルアドレス,ぐろーばるあどれす,インターネットに接続する際に割り当てられるIPアドレス。世界で一意となる重複のないIPアドレス。,1,9,0
プライベートアドレス,ぷらいべーとあどれす,LANやイントラネットなど独立したネットワークに接続する際に割り当てられるIPアドレス。独立したネットワーク内で一意となるよう、以下の決められた範囲内で自由に割り当てることができる。クラスA：10.0.0.0〜10.255.255.255。クラスB：172.16.0.0〜172.31.255.255。クラスC：192.168.0.0〜192.168.255.255。,5,9,0
DHCP,DHCP,Dynamic Host Configuration Protocolの略。IPアドレスの設定を自動化するプロトコル。PCなどからのIPアドレス付与の要求に対し，サーバに登録してあるIPアドレスの中から使用されていないIPアドレスを割り当てる。,10,9,0
ポート番号,ぽーとばんごう,コンピュータがデータ通信を行う際に通信先のアプリケーションを識別するための番号。0から1023まではウェルノウンポートと呼ばれ、特定のアプリケーションに予約されていて使用できない。ちなみに、SMTPは25、POPは110、DNSは53、HTTPは80が割り当てられている。,5,9,0
NAT,NAT,Network Address Translationの略。プライベートIPアドレスとグローバルIPアドレスを1対1で相互に変換する技術。複数の端末が同時にインターネットに接続する場合には、それに対応する数のグローバルIPアドレスが必要となる。,12,9,0
NAPT,NAPT,Network Address Port Translationの略。プライベートIPアドレスの複数の端末が、一つのグローバルIPアドレスを使ってインターネット接続を利用する技術。,12,9,0
ネットワークアドレス,ねっとわーくあどれす,IPアドレスにおける、ホスト部がオール0のアドレス。そのネットワーク自体を表すアドレス。,4,9,0
ブロードキャストアドレス,ぶろーどきゃすとあどれす,IPアドレスにおける、ホスト部がオール1のアドレス。そのネットワークに接続している全てのホストを表すアドレスで、データを一斉送信するときに用いられる。,5,9,0
サブネット,さぶねっと,ネットワーク内にさらに小さなサブネットワークを作成し、ネットワークを細分化したもの。IPアドレスにおけるホスト部の上位ビットを間借りして、サブネットワーク部を識別することで、どのネットワークの、どのサブネットワークの、どのホストかを識別できるようになる。また、ビットマスクを用いて、サブネットを考慮したネットワークアドレスを抽出するサブネットマスクが存在する。例えば、IPアドレス:192.168.0.0/23というのは上位23ビットがサブネットを考慮したネットワーク部、残り9ビットがホスト部となる。,2,9,0
IPv6,IPv6,既存のIPv4で表せる32ビットのIPアドレスを128ビットに拡張したもの。複数のアドレス表記法があり、その一つとして、アドレスの16進数表記を4文字(16ビット)ずつコロン":"で区切る表記法がある。,11,9,0
リピータ,りぴーた,OSI基本参照モデルにおける物理層(第1層)で接続する、LAN同士を接続するために伝送路の途中でデータの信号波形を増幅・整形して、中継を行う装置。,8,9,0
ブリッジ,ぶりっじ,OSI基本参照モデルにおけるデータリンク層(第2層)で接続する、LAN同士を接続するためにパケットの宛先MACアドレスを考慮し、フレームを中継する装置。,5,9,0
MACアドレス,MACあどれす,LANを識別するために割り当てられた世界で一意の番号。,12,9,0
ハブ,はぶ,複数のケーブルを一本にまとめるときに用いられる集約装置。宛先MACアドレスを考慮し、フレームを中継するスイッチングハブなどが存在する。,5,9,0
ルータ,るーた,OSI基本参照モデルにおけるネットワーク層(第3層)で接続する、LAN同士を接続するためにパケットの宛先IPアドレスを考慮し、フレームを中継する装置。,8,9,0
ゲートウェイ,げーとうぇい,OSI基本参照モデルにおけるトランスポート層(第4層)以上で接続する、LAN同士を接続するためにLAN間でプロトコル変換を行う装置。,1,9,0
パリティチェック,ぱりてぃちぇっく,送信するデータのビット列に、パリティビットと呼ばれる検査用の冗長ビットほ付与することで誤りを検出する方法。ビット列の1の数が奇数になるようパリティビットを付与する奇数パリティ、偶数になるようパリティビットを付与する偶数パリティなどが存在する。ただし、パリティチェックでは、1ビットの誤りは検出できるが、2ビットの誤りを検出することができない。,5,9,0
水平パリティ/垂直パリティ,すいへいぱりてぃ/すいちょくぱりてぃ,パリティチェックの手法の一つ。文字列を二次元ビット列で表し、ブロック方向にパリティチェックを行うことを水平パリティ、文字方向にパリティチェックを行うことを垂直パリティという。また、ブロック方向と文字方向の両方にパリティチェックを行うことを水平垂直パリティといい、1ビットの誤りを訂正することができ、2ビット以上の誤りを検出することができる。,2,9,0
bps,bps,bit per secondの略。1秒あたりに転送されるビット数を表す単位。,10,9,0
データベース,でーたべーす,検索や蓄積が容易にできるよう整理されたデータの集まり。蓄積したデータを複数のユーザーが共有し、同時に利用できるようにすることを目的としている。,3,8,0
3層スキーマ,3そうすきーま,外部スキーマ、概念スキーマ、内部スキーマの三つから定義された概念で、データの独立性を高めようとする考えから提案された。スキーマとは、データの性質、形式、ほかのデータとの関連などのデータ定義の集合のことである。,15,8,0
外部スキーマ,がいぶすきーま,3層スキーマを構成するスキーマの一つ。ユーザーから見たデータの形を定義する。,1,8,0
概念スキーマ,がいねんすきーま,3層スキーマを構成するスキーマの一つ。データベースに保持するデータの要素およびデータ同士の関係を定義する。,1,8,0
内部スキーマ,ないぶすきーま,3層スキーマを構成するスキーマの一つ。データを外部記憶装置上にどのような形式や編成で記録するかといった物理的な構造を定義する。,4,8,0
DBMS,DBMS,Data Base Management Systemの略。ユーザーとデータベースの中間に位置し、データベースを管理するソフトウェアのこと。以下の機能を持つ。定義機能：スキーマの定義を行う。障害回復機能：障害によって破壊されたDBの復元を行う。セキュリティ機能：外部からのアクセス制御を行う。再編成機能：多大な更新によって不規則になった領域の修復を行う。排他制御機能：DBに対する排他制御を行う。オプティマイズ機能：SQLの問い合わせから実行計画を作成する。,10,8,0
データディクショナリ,でーたでぃくしょなり,DBMSが管理するデータ、利用者、プログラムに関する情報、及びそれらの間の関係を保持するデータの集合体。,3,8,0
データウェアハウス,でーたうぇあはうす,企業の様々な活動を介して得られた大量のデータを整理・統合して蓄積しておくデータベース。意思決定支援などに利用する。,3,8,0
BI,BI,Business Intelligenceの略。企業内外のデータを蓄積し、分類・加工・分析して活用することによって、企業の意思決定の迅速化を支援する手法。,10,8,0
ビッグデータ,びっぐでーた,一般的なデータ管理・処理ソフトウエアで扱うことが困難なほど巨大で複雑なデータの集合。これらを組み合わせて分析することで、企業が新たな価値を生み出す流れが加速している。,5,8,0
データマイニング,でーたまいにんぐ,大量のデータから統計学的手法などを用いて新たな知識(傾向やパターン)を見つけ出すプロセス。,3,8,0
キーバリューストア,きーばりゅーすとあ,NoSQLで用いられる型の一つ。任意の保存したいデータと、そのデータを一意に識別できる値を組みとして保存する手法。,1,8,0
RDB,RDB,Relational DataBaseの略。関係データベースとも言われる。データを二次元の表として取り扱うデータベースのこと。,13,8,0
主キー,しゅきー,RDBにおいて、行を一意に特定するための列のこと。,2,8,0
外部キー,がいぶきー,RDBにおいて、別のテーブルの主キーと関連付けるための列のこと。,1,8,0
射影,しゃえい,RDBの操作において、表の中から特定の列だけを抜き出し、新しい表を作成する操作。,2,8,0
選択,せんたく,RDBの操作において、表の中から特定の行だけを抜き出し、新しい表を作成する操作。,2,8,0
結合,けつごう,RDBの操作において、二つ以上の表から特定の列同士を結合し、新しい表を作成する操作。,1,8,0
正規化,せいきか,RDBを作成する際、必要な項目などを整理して、複数の表に分割すること。データ重複の排除、操作時に発生するデータの矛盾の発生防止などを目的としている。また、正規化には第1正規形から第3正規形まであり、以下の過程で正規化を行う。第1正規形：繰り返し項目を含まないよう表を分割する。第2正規形：主キーの一部によって一意に決定する項目を別表に分割する。第3正規形：主キー以外によって一意に決定される項目を別表に分割する。また、計算で求められる項目を削除する。,2,8,0
トランザクション,とらんざくしょん,まとめて行う必要がある複数の処理を一連で行う処理のこと。,3,8,0
排他制御,はいたせいぎょ,データの矛盾を防ぐため、データベース更新中にロックをかけて、別のトランザクションにて更新が行えないようにする制御のこと。データの更新が終わればロックは解除される。ロックの種類には専有ロックと共有ロックが存在する。,5,8,0
専有ロック,せんゆうろっく,排他制御時にデータベースにかけるロックの一種。データベースのデータ更新時に使用する。ロック中は、別のトランザクションはデータの更新も読み取りもできず、専有ロックも共有ロックもかけることができない。,2,8,0
共有ロック,きょうゆうろっく,排他制御時にデータベースにかけるロックの一種。データベースのデータ読み取り時に使用する。ロック中は、別のトランザクションは上から共有ロックをかけ、データの読み出しを行うことができる。上から専有ロックをかけることはできず、データの更新は行うことができない。,1,8,0
デッドロック,でっどろっく,複数のトランザクションが、互いに相手のロックしている資源を要求して待ち状態となり、実行できなくなること。相手のロックが解除されるまで、互いに永遠に待ち状態になってしまう。,3,8,0
コミットメント制御,こみっとめんとせいぎょ,集中型データベースにおいて、一つのトランザクションを全て行うか(コミット)、全て行わないか(ロールバック)のどちらかにして、整合性を保つ制御のこと。,1,8,0
2相コミットメント制御,2そうこみっとめんとせいぎょ,分散型データベースにおいて、トランザクション処理をすぐ確定するのではなく、一度コミットもロールバックも可能な中間状態に設定し、その後確定処理に入るといった2段階で行うコミットメント制御のこと。複数のデータベースを更新したい際に採用される。,15,8,0
ACID特性,ACIDとくせい,トランザクション処理を行う際に必要とされる性質。以下の四つから構成される。原子性(Atomicity)：トランザクションが全て実行された状態、または、全て実行されていない状態で終了すること。一貫性(Consistency)：データベースの内容に矛盾がない状態であること。独立性(Isolation)：複数のトランザクションを同時に実行した場合と、順番に実行した場合の結果が等しくなること。耐久性(Durability)：一度正常終了したトランザクションの結果は、以後システムに障害が発生しても失われないこと。,10,8,0
差分バックアップ,さぶんばっくあっぷ,バックアップを取る際の手法の一つ。前回のフルバックアップ以降に更新された全てのファイルをバックアップする。,2,8,0
増分バックアップ,ぞうぶんばっくあっぷ,バックアップを取る際の手法の一つ。直前のバックアップ以降に更新された全てのファイルをバックアップする。,2,8,0
フルバックアップ,ふるばっくあっぷ,バックアップを取る際の手法の一つ。ファイルの更新情報に関わらず、全てのファイルをバックアップする。,5,8,0
ログファイル,ろぐふぁいる,データベースの回復処理のため、データの更新前後の値を書き出してデータベースの更新記録を取ったもの。ジャーナルファイルとも呼ばれる。,8,8,0
ロールフォワード,ろーるふぉわーど,データベース障害時の復旧方法の一つ。データベースをバックアップ時点の状態に戻した後、ログファイルの更新情報を使用して復旧させる方法。,8,8,0
ロールバック,ろーるばっく,データベース障害時の復旧方法の一つ。トランザクション処理中にシステム障害が発生した場合に、ログファイルの更新前情報を使用し復旧させる方法。,8,8,0
チェックポイントファイル,ちぇっくぽいんとふぁいる,データベースのシステム障害を回復するために、データベースの状態と、障害回復操作を開始すべき時点の情報を、適切な時間間隔で記録しておくファイルのこと。,3,8,0
SQL文,SQLぶん,RDBを定義・操作する言語で、データベースへのデータの抽出、挿入、更新、削除などが行える。基本形は「SELECT A FROM B WHERE C」という形で表し、「Bという表から、Cという条件を満たす、Aという列を抽出」という意味になる。また、全ての列を抽出したい場合にAの部分に*という記号が指定される。,13,8,0
副問合せ,ふくといあわせ,基本形SQL文のWHERE句に、さらにSELECT文を埋込み、SELECT文内でSELECTしたデータを用いる手法。基本形は「SELECT A FROM B WHERE IN(SELECT 〜)」という形で表す。,5,8,0
頻出SQL構文,ひんしゅつSQLこうぶん,ORDER BY A ASC：Aという列を昇順に並べ替える。降順にしたい場合は、ASCをDESCに変更。COUNT(*)：表の行数を抽出する。GROUP BY A：Aという列に存在する重複した値を結合する。A AS B：Aという列に新たにBという列名をつける。HAVING A：GROUP BY構文にて結合を行う列にAという条件を指定する。SQL基本形のWHEREに類似する。EXISTS()：()内に値が存在すれば真、しなければ偽を返す。副問合せにて使用する際は一行ずつ判定を行う。,5,8,0
埋込みSQL,うめこみSQL,プログラムに直接SQL文を記載し、データベース操作をプログラムから行うこと。また、現在の処理対象がプログラム中のどこであるかを示すものをカーソルと呼び、OPENで開き、CLOSEで閉じることができる。,0,8,0
機密性,きみつせい,情報へのアクセス許可のある人だけが情報を利用することができ、許可の無い人は情報の使用、閲覧を出来なくすること。機密性を向上させる技術にシステムの暗号化などが挙げられる。,1,10,0
完全性,かんぜんせい,情報システムの情報が正確であり、改竄されていないこと。完全性を向上させる技術にディジタル署名などが挙げられる。,1,10,0
脅威,きょうい,情報資産に攻撃や危害が加わり、情報資産に好ましくない影響を与える原因となるもの。主に物理的脅威、人的脅威、技術的脅威の3つに大別される。物理的脅威：災害などによる機器の故障、侵入者による機器の破壊など。人的脅威：内部関係者による操作ミス、紛失、不正使用など。技術的脅威：攻撃者による情報の漏でい、データ破壊、盗聴、改竄、なりすましなど。,1,10,0
脆弱性,ぜいじゃくせい,システム上の欠陥や仕様上の問題点。システムに脆弱性が存在すると、そこを攻撃者に突かれて不正侵入や盗聴などを許してしまう。,2,10,0
ソーシャルエンジニアリング,そーしゃるえんじにありんぐ,人の心理的な隙をついて機密情報を不正入手する行為のこと。例えば、内部関係者を装ってパスワードを聞き出したり、ゴミ箱に捨てられた紙から機密情報を入手する行為などが挙げられる、,2,10,0
リスクアセスメント,りすくあせすめんと,情報資産に対して、どのようなセキュリティ上のリスクが存在するかを特定し、その影響の大きさを評価する活動。考えられる全てのリスクに対処することは、時間と費用がかかりすぎるため、リスクの大きさ(リスクレベル)に従って優先順位をつけて対処していく。,8,10,0
